Airline,Date_of_Journey,Source,Destination,Route,Additional_Info,Price,Duration_in_mins,Month_of_Journey,Dep_Time_in_htclass,Day_of_Journey,Totalno_Stops
Jet Airways,06/04/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,June,night,Tuesday,0
IndiGo,09/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,5694,170,September,night,Tuesday,0
Multiple carriers,09/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9424,510,September,evening,Thursday,1
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1395,June,night,Saturday,1
Air India,09/06/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,No Info,12199,865,September,evening,Friday,2
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,7832,1140,March,early morning,Thursday,1
SpiceJet,21/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,4945,175,March,late morning,Thursday,0
Air India,03/03/2019,Banglore,New Delhi,BLR ? CCU ? GAU ? DEL,No Info,11791,2420,March,early morning,Sunday,2
SpiceJet,12/04/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,155,December,early morning,Wednesday,0
GoAir,03/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4239,165,March,night,Monday,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,14815,640,June,afternoon,Monday,1
Jet Airways,09/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,13014,560,September,late morning,Friday,2
Multiple carriers,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,11789,520,September,late morning,Friday,1
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10031,540,March,night,Sunday,1
Air India,15/05/2019,Kolkata,Banglore,CCU ? BOM ? HBX ? BLR,No Info,13616,1915,May,late morning,Wednesday,2
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6838,395,March,night,Thursday,1
Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,May,evening,Friday,0
IndiGo,12/04/2019,Banglore,Delhi,BLR ? DEL,No Info,4990,165,December,early morning,Wednesday,0
GoAir,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,5752,355,May,early morning,Monday,1
Multiple carriers,09/05/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,18191,625,September,afternoon,Thursday,2
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,In-flight meal not included,10539,800,December,night,Friday,1
Air Asia,09/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,8327,865,September,evening,Tuesday,1
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,510,May,afternoon,Friday,1
SpiceJet,12/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,3873,140,December,night,Friday,0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,13555,780,March,night,Monday,1
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1335,May,night,Friday,1
Vistara,01/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5403,170,January,night,Friday,0
Air India,21/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4145,155,May,night,Tuesday,0
Jet Airways,09/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10577,1425,September,night,Friday,1
Air India,09/05/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,9925,1420,September,late morning,Thursday,2
IndiGo,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,June,night,Saturday,0
Air India,09/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,No Info,7662,1700,September,evening,Thursday,1
Jet Airways,12/03/2019,Mumbai,Hyderabad,BOM ? DEL ? HYD,No Info,22294,815,December,early morning,Tuesday,1
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,6144,170,March,noon,Friday,0
Jet Airways,06/03/2019,Mumbai,Hyderabad,BOM ? BDQ ? DEL ? HYD,No Info,24210,1260,June,night,Monday,2
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12327,755,March,noon,Wednesday,1
SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2437,80,March,noon,Monday,0
SpiceJet,12/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2753,90,December,early morning,Friday,0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,14151,840,May,late morning,Tuesday,1
Vistara,21/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,11982,140,June,evening,Friday,0
IndiGo,03/03/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,No Info,9413,565,March,late morning,Sunday,2
Air India,15/05/2019,Delhi,Cochin,DEL ? HYD ? BOM ? COK,No Info,13022,1560,May,evening,Wednesday,2
GoAir,09/06/2019,Kolkata,Banglore,CCU ? HYD ? BLR,No Info,3673,475,September,early morning,Friday,1
Jet Airways,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,15764,365,June,night,Monday,1
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,No Info,12609,910,June,night,Monday,2
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,Business class,57209,280,January,late morning,Thursday,1
Vistara,06/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5613,170,June,late morning,Tuesday,0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6630,870,March,early morning,Thursday,1
Jet Airways,27/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,5678,90,June,night,Thursday,0
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,In-flight meal not included,7045,530,March,night,Thursday,1
Air India,03/03/2019,Banglore,New Delhi,BLR ? VGA ? DEL,No Info,11003,745,March,late morning,Sunday,1
Air India,18/05/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,7480,1640,May,early morning,Saturday,1
Jet Airways,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,In-flight meal not included,4050,85,December,midnight,Thursday,0
Air India,27/06/2019,Banglore,Delhi,BLR ? DEL,No Info,6961,165,June,late morning,Thursday,0
Jet Airways,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1620,March,evening,Wednesday,1
Air Asia,12/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3383,170,December,night,Friday,0
Air India,09/03/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,8119,1590,September,night,Tuesday,1
Jet Airways,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,14714,1005,June,midnight,Thursday,1
Multiple carriers,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13259,780,March,early morning,Wednesday,1
GoAir,03/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,7222,175,March,early morning,Sunday,0
Air Asia,09/05/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,7353,865,September,evening,Thursday,1
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14178,665,May,night,Friday,1
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,26890,1325,January,early morning,Thursday,1
Air India,12/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,3625,75,December,night,Thursday,0
Multiple carriers,03/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,9001,455,March,late morning,Wednesday,1
Air India,27/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4145,155,May,night,Monday,0
Jet Airways,09/05/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,In-flight meal not included,15544,425,September,early morning,Thursday,2
SpiceJet,15/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2017,90,June,noon,Saturday,0
Air India,15/05/2019,Kolkata,Banglore,CCU ? DEL ? AMD ? BLR,No Info,14424,1165,May,late morning,Wednesday,2
GoAir,15/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,3514,155,June,afternoon,Saturday,0
IndiGo,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,6628,415,May,evening,Monday,1
Jet Airways,15/06/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,15339,1760,June,night,Saturday,2
Air India,09/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,7591,165,September,night,Tuesday,0
Jet Airways,01/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1015,January,late morning,Sunday,1
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,590,May,early morning,Tuesday,1
Air India,18/05/2019,Kolkata,Banglore,CCU ? GAU ? BLR,No Info,7872,1700,May,evening,Saturday,1
IndiGo,15/05/2019,Delhi,Cochin,DEL ? COK,No Info,6541,195,May,afternoon,Wednesday,0
Air India,15/03/2019,Banglore,New Delhi,BLR ? COK ? DEL,No Info,6987,985,March,early morning,Friday,1
IndiGo,01/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,175,January,evening,Sunday,0
Air India,21/05/2019,Banglore,Delhi,BLR ? DEL,No Info,6961,180,May,early morning,Tuesday,0
Jet Airways,12/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9899,705,December,early morning,Friday,1
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,No Info,12295,375,December,late morning,Tuesday,1
Air India,12/06/2019,Kolkata,Banglore,CCU ? BBI ? HYD ? BLR,No Info,6117,1555,December,late morning,Friday,2
SpiceJet,18/05/2019,Banglore,Delhi,BLR ? DEL,No check-in baggage included,3919,175,May,night,Saturday,0
Air India,15/03/2019,Banglore,New Delhi,BLR ? MAA ? DEL,No Info,6982,1425,March,late morning,Friday,1
Vistara,24/03/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,13100,1545,March,evening,Sunday,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,16079,600,May,late morning,Monday,1
Multiple carriers,09/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13082,755,September,early morning,Tuesday,1
Air India,03/05/2019,Banglore,Delhi,BLR ? DEL,No Info,6121,170,March,noon,Tuesday,0
IndiGo,12/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,180,December,evening,Friday,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,13941,585,May,evening,Saturday,1
Jet Airways,03/04/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4544,185,March,evening,Monday,0
Air India,15/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,4145,155,April,night,Monday,0
SpiceJet,06/04/2019,Banglore,Delhi,BLR ? DEL,No check-in baggage included,3919,175,June,night,Tuesday,0
Vistara,01/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,11982,140,January,evening,Sunday,0
IndiGo,27/06/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,5636,325,June,midnight,Thursday,1
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,365,December,evening,Thursday,1
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,9856,545,June,early morning,Monday,1
Air India,03/03/2019,Banglore,New Delhi,BLR ? BOM ? AMD ? DEL,No Info,11570,920,March,evening,Sunday,2
Air India,01/06/2019,Delhi,Cochin,DEL ? COK,No Info,6934,180,January,afternoon,Sunday,0
Jet Airways,12/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,13817,690,December,night,Tuesday,1
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,12121,1450,September,late morning,Thursday,1
IndiGo,18/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,June,evening,Tuesday,0
Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,5769,180,December,late morning,Friday,0
SpiceJet,18/05/2019,Kolkata,Banglore,CCU ? BLR,No Info,4174,150,May,afternoon,Saturday,0
SpiceJet,24/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,6309,175,March,late morning,Sunday,0
SpiceJet,18/05/2019,Mumbai,Hyderabad,BOM ? HYD,No check-in baggage included,1965,90,May,early morning,Saturday,0
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10406,835,May,early morning,Monday,1
Air India,12/05/2019,Kolkata,Banglore,CCU ? BBI ? BLR,No Info,8996,245,December,late morning,Thursday,1
Jet Airways,01/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,590,January,late morning,Saturday,1
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13377,435,June,evening,Thursday,1
SpiceJet,01/05/2019,Kolkata,Banglore,CCU ? KNU ? BLR,No Info,8479,435,January,late morning,Saturday,1
Jet Airways,01/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,31825,860,January,evening,Thursday,1
GoAir,24/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,5706,175,March,night,Sunday,0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,12284,1235,March,late morning,Monday,1
Jet Airways,24/04/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4544,180,April,late morning,Wednesday,0
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,6017,440,March,late morning,Wednesday,1
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,475,May,late morning,Tuesday,1
Air India,06/06/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,No Info,12646,1820,June,noon,Thursday,2
IndiGo,09/06/2019,Chennai,Kolkata,MAA ? CCU,No Info,3858,145,September,late morning,Friday,0
SpiceJet,01/04/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,4957,295,January,evening,Friday,1
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1145,June,evening,Monday,1
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10031,1660,March,night,Sunday,1
Jet Airways,12/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14388,865,December,evening,Thursday,1
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,10844,1660,May,evening,Wednesday,1
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,In-flight meal not included,8882,1475,March,night,Wednesday,2
Air India,06/06/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,8366,545,June,late morning,Thursday,1
IndiGo,01/06/2019,Delhi,Cochin,DEL ? COK,No Info,6015,195,January,afternoon,Sunday,0
Jet Airways,06/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,20694,2860,June,night,Monday,2
Jet Airways,03/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,17024,705,March,early morning,Sunday,1
Multiple carriers,01/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,14762,465,January,afternoon,Thursday,1
Air India,01/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,3625,80,January,early morning,Saturday,0
IndiGo,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2227,90,March,night,Monday,0
IndiGo,24/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,165,April,late morning,Wednesday,0
Jet Airways,09/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,5678,85,September,midnight,Friday,0
Jet Airways,24/03/2019,Mumbai,Hyderabad,BOM ? HYD,In-flight meal not included,2470,85,March,early morning,Sunday,0
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,No Info,12284,405,March,late morning,Monday,1
IndiGo,12/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3419,170,December,night,Friday,0
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,12767,805,March,afternoon,Thursday,1
Vistara,18/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4668,170,May,night,Saturday,0
SpiceJet,15/05/2019,Banglore,Delhi,BLR ? DEL,No Info,3625,175,May,night,Wednesday,0
IndiGo,21/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,5224,150,April,afternoon,Sunday,0
IndiGo,15/06/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6147,320,June,evening,Saturday,1
Jet Airways,18/06/2019,Banglore,Delhi,BLR ? DEL,No Info,8016,175,June,afternoon,Tuesday,0
Air India,01/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,No Info,11148,1390,January,noon,Saturday,2
Air India,12/06/2019,Delhi,Cochin,DEL ? LKO ? BOM ? COK,No Info,12488,1485,December,evening,Friday,2
Jet Airways,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,6017,805,March,afternoon,Thursday,1
IndiGo,15/06/2019,Banglore,Delhi,BLR ? DEL,No Info,4823,170,June,late morning,Saturday,0
Air India,21/03/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,7532,1420,March,late morning,Thursday,1
Air India,09/06/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,No Info,11432,1210,September,late morning,Friday,2
Vistara,06/06/2019,Banglore,Delhi,BLR ? DEL,No Info,5088,165,June,night,Thursday,0
SpiceJet,27/03/2019,Delhi,Cochin,DEL ? MAA ? COK,No Info,5351,310,March,early morning,Wednesday,1
Vistara,12/06/2019,Kolkata,Banglore,CCU ? DEL ? BLR,No Info,8610,975,December,early morning,Friday,1
Jet Airways,06/03/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,In-flight meal not included,17271,1365,June,early morning,Monday,2
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,In-flight meal not included,9314,1285,May,evening,Tuesday,1
SpiceJet,27/03/2019,Kolkata,Banglore,CCU ? BLR,No Info,3847,140,March,night,Wednesday,0
Air India,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,8372,615,May,late morning,Wednesday,1
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,10877,505,June,late morning,Saturday,1
SpiceJet,12/05/2019,Banglore,Delhi,BLR ? DEL,No Info,4423,170,December,late morning,Thursday,0
IndiGo,15/03/2019,Chennai,Kolkata,MAA ? CCU,No Info,6297,145,March,night,Friday,0
Vistara,27/06/2019,Delhi,Cochin,DEL ? COK,No Info,6216,190,June,afternoon,Thursday,0
Multiple carriers,06/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7933,660,June,late morning,Thursday,1
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,10678,460,June,early morning,Saturday,1
SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2017,85,March,night,Monday,0
IndiGo,18/06/2019,Delhi,Cochin,DEL ? COK,No Info,5000,195,June,afternoon,Tuesday,0
Air India,09/03/2019,Delhi,Cochin,DEL ? BHO ? BOM ? COK,No Info,18736,800,September,early morning,Tuesday,2
Jet Airways,01/05/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,4030,180,January,early morning,Saturday,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,In-flight meal not included,10368,1025,May,night,Saturday,2
Jet Airways,06/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,9663,1010,June,evening,Wednesday,1
Vistara,15/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5613,165,April,night,Monday,0
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,7757,1090,September,afternoon,Thursday,1
IndiGo,15/06/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,6442,515,June,early morning,Saturday,1
IndiGo,06/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2754,90,June,night,Wednesday,0
Air India,24/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,3758,165,March,early morning,Sunday,0
Air Asia,12/06/2019,Delhi,Cochin,DEL ? BLR ? COK,No Info,6152,870,December,early morning,Friday,1
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7618,840,March,early morning,Thursday,1
Air India,03/03/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,No Info,12646,1410,March,night,Sunday,2
Jet Airways,15/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,No Info,14781,510,May,afternoon,Wednesday,1
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13377,930,June,late morning,Thursday,1
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? COK,No Info,9564,195,May,late morning,Monday,0
GoAir,15/03/2019,Banglore,New Delhi,BLR ? DEL,No Info,6113,175,March,late morning,Friday,0
Air India,01/03/2019,Banglore,New Delhi,BLR ? BOM ? BHO ? DEL,2 Long layover,26480,1600,January,early morning,Thursday,2
Jet Airways,12/06/2019,Banglore,Delhi,BLR ? DEL,In-flight meal not included,5769,180,December,early morning,Friday,0
SpiceJet,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,1759,80,March,early morning,Wednesday,0
IndiGo,12/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,5883,500,December,evening,Friday,1
Air India,03/04/2019,Banglore,Delhi,BLR ? DEL,No Info,5176,165,March,late morning,Monday,0
IndiGo,27/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,165,June,night,Thursday,0
GoAir,21/06/2019,Banglore,Delhi,BLR ? DEL,No Info,3398,170,June,late morning,Friday,0
Air India,24/05/2019,Kolkata,Banglore,CCU ? BBI ? BOM ? BLR,No Info,9416,1195,May,noon,Friday,2
SpiceJet,21/06/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,155,June,early morning,Friday,0
Jet Airways,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,10262,1325,June,night,Thursday,1
Jet Airways,03/04/2019,Delhi,Cochin,DEL ? BOM ? COK,In-flight meal not included,5177,620,March,midnight,Monday,1
IndiGo,09/05/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,2437,95,September,night,Thursday,0
GoAir,09/03/2019,Delhi,Cochin,DEL ? AMD ? COK,No Info,8422,440,September,early morning,Tuesday,1
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,13797,780,June,late morning,Monday,1
IndiGo,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,7081,500,May,evening,Saturday,1
IndiGo,03/03/2019,Delhi,Cochin,DEL ? HYD ? COK,No Info,8513,675,March,early morning,Sunday,1
Jet Airways,12/04/2019,Banglore,Delhi,BLR ? DEL,No Info,7229,180,December,early morning,Wednesday,0
Air India,03/03/2019,Banglore,New Delhi,BLR ? HYD ? DEL,No Info,6273,240,March,late morning,Sunday,1
Air India,09/06/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,3100,85,September,afternoon,Friday,0
IndiGo,18/06/2019,Kolkata,Banglore,CCU ? BLR,No Info,4804,155,June,night,Tuesday,0
SpiceJet,18/04/2019,Kolkata,Banglore,CCU ? BLR,No check-in baggage included,3841,145,April,late morning,Thursday,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,735,May,night,Saturday,1
Multiple carriers,15/06/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,11200,630,June,late morning,Saturday,1
Multiple carriers,06/03/2019,Delhi,Cochin,DEL ? BOM ? COK,No Info,17267,375,June,early morning,Monday,1
Jet Airways,09/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,8586,910,September,evening,Thursday,1
Air India,09/05/2019,Kolkata,Banglore,CCU ? BOM ? GOI ? BLR,No Info,11432,765,September,evening,Thursday,2
Air India,01/06/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,No Info,12940,1470,January,evening,Sunday,2
IndiGo,01/03/2019,Mumbai,Hyderabad,BOM ? HYD,No Info,12475,85,January,night,Thursday,0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,In-flight meal not included,11134,340,March,evening,Sunday,1
IndiGo,18/04/2019,Kolkata,Banglore,CCU ? BLR,No Info,5644,165,April,late morning,Thursday,0
